Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
3/20/2020,ID-BT,Banten,0,1,0,-1,64,5,0,59,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,5.97,0.09,0.47,7.81%,0.00%,1.00,1.00
3/20/2020,ID-JK,DKI Jakarta,1,3,1,-3,505,38,49,418,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.09,46.56,0.28,3.50,7.52%,9.70%,1.00,
3/20/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,1,-1,16,0,1,15,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,4.41,0.00,0.00,0.00%,6.25%,1.00,1.00
3/20/2020,IDN,Indonesia,60,7,2,51,369,32,17,320,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.23,1.39,0.03,0.12,8.67%,4.61%,0.73,1.17
3/20/2020,ID-JB,Jawa Barat,20,2,0,18,65,11,9,45,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.44,1.44,0.04,0.24,16.92%,13.85%,2.86,2.00
3/20/2020,ID-JT,Jawa Tengah,2,0,0,2,15,8,7,0,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.05,0.41,0.00,0.22,53.33%,46.67%,2.00,1.00
3/20/2020,ID-JI,Jawa Timur,0,0,0,0,51,1,13,37,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.00,1.26,0.00,0.02,1.96%,25.49%,1.00,1.00
3/20/2020,ID-KI,Kalimantan Timur,0,0,0,0,10,0,2,8,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,2.82,0.00,0.00,0.00%,20.00%,1.00,1.00
3/20/2020,ID-SN,Sulawesi Selatan,0,0,0,0,2,1,1,0,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.00,0.21,0.00,0.11,50.00%,50.00%,0.00,1.00
3/20/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00%,0.00%,1.00,1.00
3/20/2020,ID-SU,Sumatera Utara,0,0,0,0,8,1,0,7,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.54,0.00,0.07,12.50%,0.00%,1.00,1.00
3/21/2020,ID-BT,Banten,0,0,0,0,64,5,0,59,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,5.97,0.00,0.47,7.81%,0.00%,1.00,0.00
3/21/2020,ID-JK,DKI Jakarta,0,3,6,-9,505,41,55,409,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,46.56,0.28,3.78,8.12%,10.89%,0.00,1.00
3/21/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,16,0,1,15,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,4.41,0.00,0.00,0.00%,6.25%,1.00,1.00
3/21/2020,IDN,Indonesia,81,6,3,72,450,38,20,392,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.31,1.70,0.02,0.14,8.44%,4.44%,1.35,0.86
3/21/2020,ID-JB,Jawa Barat,5,0,0,5,70,11,9,50,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.11,1.55,0.00,0.24,15.71%,12.86%,0.25,0.00
3/21/2020,ID-JT,Jawa Tengah,1,1,0,0,16,9,7,0,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.03,0.44,0.03,0.25,56.25%,43.75%,0.50,
3/21/2020,ID-JI,Jawa Timur,0,0,0,0,51,1,13,37,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.00,1.26,0.00,0.02,1.96%,25.49%,1.00,1.00
3/21/2020,ID-KI,Kalimantan Timur,0,0,0,0,10,0,2,8,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,2.82,0.00,0.00,0.00%,20.00%,1.00,1.00
3/21/2020,ID-SN,Sulawesi Selatan,0,0,0,0,2,1,1,0,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.00,0.21,0.00,0.11,50.00%,50.00%,1.00,1.00
3/21/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00%,0.00%,1.00,1.00
3/21/2020,ID-SU,Sumatera Utara,0,0,0,0,8,1,0,7,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.54,0.00,0.07,12.50%,0.00%,1.00,1.00
3/22/2020,ID-BT,Banten,0,0,0,0,64,5,0,59,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,5.97,0.00,0.47,7.81%,0.00%,1.00,1.00
3/22/2020,ID-JK,DKI Jakarta,0,0,3,-3,505,41,58,406,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,46.56,0.00,3.78,8.12%,11.49%,1.00,0.00
3/22/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,16,0,1,15,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,4.41,0.00,0.00,0.00%,6.25%,1.00,1.00
3/22/2020,IDN,Indonesia,64,10,9,45,514,48,29,437,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.24,1.94,0.04,0.18,9.34%,5.64%,0.79,1.67
3/22/2020,ID-JB,Jawa Barat,3,3,0,0,73,14,9,50,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.07,1.62,0.07,0.31,19.18%,12.33%,0.60,
3/22/2020,ID-JT,Jawa Tengah,0,0,0,0,16,9,7,0,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.00,0.44,0.00,0.25,56.25%,43.75%,0.00,0.00
3/22/2020,ID-JI,Jawa Timur,0,0,0,0,51,1,13,37,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.00,1.26,0.00,0.02,1.96%,25.49%,1.00,1.00
3/22/2020,ID-KI,Kalimantan Timur,0,0,0,0,10,0,2,8,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,2.82,0.00,0.00,0.00%,20.00%,1.00,1.00
3/22/2020,ID-MA,Maluku,1,0,0,1,1,0,1,0,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.54,0.54,0.00,0.00,0.00%,100.00%,,
3/22/2020,ID-PA,Papua,2,0,0,2,3,0,0,3,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.46,0.69,0.00,0.00,0.00%,0.00%,,
3/22/2020,ID-SN,Sulawesi Selatan,0,0,0,0,2,1,1,0,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.00,0.21,0.00,0.11,50.00%,50.00%,1.00,1.00
3/22/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00%,0.00%,1.00,1.00
3/22/2020,ID-SU,Sumatera Utara,0,0,0,0,8,1,0,7,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.54,0.00,0.07,12.50%,0.00%,1.00,1.00
3/23/2020,ID-BT,Banten,0,0,0,0,64,5,0,59,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,5.97,0.00,0.47,7.81%,0.00%,1.00,1.00
3/23/2020,ID-JK,DKI Jakarta,0,0,0,0,505,41,58,406,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,46.56,0.00,3.78,8.12%,11.49%,1.00,1.00
3/23/2020,ID-YO,Daerah Istimewa Yogyakarta,0,1,0,-1,16,1,1,14,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,4.41,0.28,0.28,6.25%,6.25%,1.00,
3/23/2020,IDN,Indonesia,65,1,1,63,579,49,30,500,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.25,2.18,0.00,0.18,8.46%,5.18%,1.02,0.10
3/23/2020,ID-JB,Jawa Barat,7,2,0,5,80,16,9,55,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.15,1.77,0.04,0.35,20.00%,11.25%,2.33,0.67
3/23/2020,ID-JT,Jawa Tengah,3,0,0,3,19,9,7,3,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.08,0.52,0.00,0.25,47.37%,36.84%,,1.00
3/23/2020,ID-JI,Jawa Timur,0,0,1,-1,51,1,14,36,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.00,1.26,0.00,0.02,1.96%,27.45%,1.00,1.00
3/23/2020,ID-KI,Kalimantan Timur,1,0,0,1,11,0,2,9,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.28,3.10,0.00,0.00,0.00%,18.18%,,1.00
3/23/2020,ID-MA,Maluku,0,0,0,0,1,0,1,0,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00%,100.00%,0.00,1.00
3/23/2020,ID-MU,Maluku Utara,1,0,0,1,1,0,0,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.76,0.76,0.00,0.00,0.00%,0.00%,,
3/23/2020,ID-PA,Papua,0,0,0,0,3,0,0,3,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,0.69,0.00,0.00,0.00%,0.00%,0.00,1.00
3/23/2020,ID-SN,Sulawesi Selatan,0,1,0,-1,2,2,1,-1,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.00,0.21,0.11,0.21,100.00%,50.00%,1.00,
3/23/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00%,0.00%,1.00,1.00
3/23/2020,ID-SU,Sumatera Utara,0,0,0,0,8,1,0,7,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.54,0.00,0.07,12.50%,0.00%,1.00,1.00
3/24/2020,ID-BT,Banten,0,0,1,-1,64,5,1,58,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,5.97,0.00,0.47,7.81%,1.56%,1.00,1.00
3/24/2020,ID-JK,DKI Jakarta,0,19,3,-22,505,60,61,384,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,46.56,1.75,5.53,11.88%,12.08%,1.00,
3/24/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,16,1,1,14,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,4.41,0.00,0.28,6.25%,6.25%,1.00,0.00
3/24/2020,IDN,Indonesia,106,6,0,100,685,55,30,600,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.40,2.58,0.02,0.21,8.03%,4.38%,1.63,6.00
3/24/2020,ID-JB,Jawa Barat,2,1,1,0,82,17,10,55,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.04,1.82,0.02,0.38,20.73%,12.20%,0.29,0.50
3/24/2020,ID-JT,Jawa Tengah,1,1,0,0,20,10,7,3,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.03,0.55,0.03,0.27,50.00%,35.00%,0.33,
3/24/2020,ID-JI,Jawa Timur,0,1,0,-1,51,2,14,35,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.00,1.26,0.02,0.05,3.92%,27.45%,1.00,
3/24/2020,ID-KI,Kalimantan Timur,0,0,0,0,11,0,2,9,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,3.10,0.00,0.00,0.00%,18.18%,0.00,1.00
3/24/2020,ID-MA,Maluku,0,0,0,0,1,0,1,0,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00%,100.00%,1.00,1.00
3/24/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,0,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00%,0.00%,0.00,1.00
3/24/2020,ID-PA,Papua,0,0,0,0,3,0,0,3,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,0.69,0.00,0.00,0.00%,0.00%,1.00,1.00
3/24/2020,ID-SN,Sulawesi Selatan,2,0,0,2,4,2,1,1,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.21,0.42,0.00,0.21,50.00%,25.00%,,0.00
3/24/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00%,0.00%,1.00,1.00
3/24/2020,ID-SU,Sumatera Utara,0,0,0,0,8,1,0,7,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.54,0.00,0.07,12.50%,0.00%,1.00,1.00
3/25/2020,ID-BT,Banten,0,0,0,0,64,5,1,58,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,5.97,0.00,0.47,7.81%,1.56%,1.00,1.00
3/25/2020,ID-JK,DKI Jakarta,0,1,0,-1,505,61,61,383,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,0.00,46.56,0.09,5.62,12.08%,12.08%,1.00,0.05
3/25/2020,ID-YO,Daerah Istimewa Yogyakarta,0,1,0,-1,16,2,1,13,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,4.41,0.28,0.55,12.50%,6.25%,1.00,
3/25/2020,IDN,Indonesia,105,3,1,101,790,58,31,701,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.40,2.98,0.01,0.22,7.34%,3.92%,0.99,0.50
3/25/2020,ID-JB,Jawa Barat,4,0,0,4,86,17,10,59,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.09,1.90,0.00,0.38,19.77%,11.63%,2.00,0.00
3/25/2020,ID-JT,Jawa Tengah,18,1,0,17,38,11,7,20,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.49,1.04,0.03,0.30,28.95%,18.42%,18.00,1.00
3/25/2020,ID-JI,Jawa Timur,0,2,2,-4,51,4,16,31,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.00,1.26,0.05,0.10,7.84%,31.37%,1.00,2.00
3/25/2020,ID-KI,Kalimantan Timur,0,0,0,0,11,0,2,9,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,3.10,0.00,0.00,0.00%,18.18%,1.00,1.00
3/25/2020,ID-MA,Maluku,0,0,0,0,1,0,1,0,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00%,100.00%,1.00,1.00
3/25/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,0,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00%,0.00%,1.00,1.00
3/25/2020,ID-PA,Papua,0,0,0,0,3,0,0,3,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,0.69,0.00,0.00,0.00%,0.00%,1.00,1.00
3/25/2020,ID-SN,Sulawesi Selatan,9,0,0,9,13,2,1,10,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.95,1.38,0.00,0.21,15.38%,7.69%,4.50,1.00
3/25/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00%,0.00%,1.00,1.00
3/25/2020,ID-SU,Sumatera Utara,0,0,0,0,8,1,0,7,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.54,0.00,0.07,12.50%,0.00%,1.00,1.00
3/26/2020,ID-AC,Aceh,1,0,0,1,1,0,0,1,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.19,0.19,0.00,0.00,0.00%,0.00%,,
3/26/2020,ID-BT,Banten,0,0,1,-1,64,5,2,57,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.00,5.97,0.00,0.47,7.81%,3.13%,1.00,1.00
3/26/2020,ID-JK,DKI Jakarta,56,2,0,54,561,63,61,437,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,5.16,51.72,0.18,5.81,11.23%,10.87%,,2.00
3/26/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,16,2,1,13,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,4.41,0.00,0.55,12.50%,6.25%,1.00,0.00
3/26/2020,IDN,Indonesia,103,20,4,79,893,78,35,780,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.39,3.37,0.08,0.29,8.73%,3.92%,0.98,6.67
3/26/2020,ID-JB,Jawa Barat,8,0,0,8,94,17,10,67,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.18,2.08,0.00,0.38,18.09%,10.64%,2.00,1.00
3/26/2020,ID-JT,Jawa Tengah,2,0,1,1,40,11,8,21,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.05,1.10,0.00,0.30,27.50%,20.00%,0.11,0.00
3/26/2020,ID-JI,Jawa Timur,8,0,2,6,59,4,18,37,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.20,1.46,0.00,0.10,6.78%,30.51%,,0.00
3/26/2020,ID-KT,Kalimantan Tengah,2,0,0,2,6,1,38,-33,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.78,2.33,0.00,0.39,16.67%,633.33%,,
3/26/2020,ID-KI,Kalimantan Timur,0,0,0,0,11,0,2,9,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,3.10,0.00,0.00,0.00%,18.18%,1.00,1.00
3/26/2020,ID-LA,Lampung,2,0,0,2,3,0,7,-4,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.22,0.33,0.00,0.00,0.00%,233.33%,,
3/26/2020,ID-MA,Maluku,0,0,0,0,1,0,1,0,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00%,100.00%,1.00,1.00
3/26/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,0,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00%,0.00%,1.00,1.00
3/26/2020,ID-PA,Papua,4,0,0,4,7,0,0,7,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.92,1.61,0.00,0.00,0.00%,0.00%,,1.00
3/26/2020,ID-SN,Sulawesi Selatan,14,0,0,14,27,2,1,24,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.49,2.86,0.00,0.21,7.41%,3.70%,1.56,1.00
3/26/2020,ID-ST,Sulawesi Tengah,1,0,0,1,1,0,0,1,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.34,0.34,0.00,0.00,0.00%,0.00%,,
3/26/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00%,0.00%,1.00,1.00
3/26/2020,ID-SB,Sumatera Barat,3,0,0,3,3,0,0,3,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.54,0.54,0.00,0.00,0.00%,0.00%,,
